2.500000000000000000e+07,-1.694000000000000128e+01,-7.981000000000000227e+01
3.000000000000000000e+07,-1.708999999999999986e+01,-7.896999999999999886e+01
3.500000000000000000e+07,-1.651999999999999957e+01,-7.559000000000000341e+01
4.000000000000000000e+07,-1.549000000000000021e+01,-6.124000000000000199e+01
4.500000000000000000e+07,-1.518999999999999950e+01,-5.685999999999999943e+01
5.000000000000000000e+07,-1.522000000000000064e+01,-5.093999999999999773e+01
5.500000000000000000e+07,-1.423000000000000043e+01,-5.453000000000000114e+01
6.000000000000000000e+07,-1.383999999999999986e+01,-5.717999999999999972e+01
6.500000000000000000e+07,-1.284999999999999964e+01,-5.128000000000000114e+01
7.000000000000000000e+07,-1.080000000000000071e+01,-3.646999999999999886e+01
7.500000000000000000e+07,-1.041999999999999993e+01,-2.453999999999999915e+01
8.000000000000000000e+07,-9.990000000000000213e+00,-2.464999999999999858e+01
8.500000000000000000e+07,-9.890000000000000568e+00,-1.607000000000000028e+01
9.000000000000000000e+07,-1.008999999999999986e+01,-1.343999999999999950e+01
9.500000000000000000e+07,-9.660000000000000142e+00,-1.300000000000000000e+01
1.000000000000000000e+08,-9.529999999999999361e+00,-2.917999999999999972e+01
1.050000000000000000e+08,-1.276999999999999957e+01,-4.045000000000000284e+01
1.100000000000000000e+08,-1.142999999999999972e+01,-4.540999999999999659e+01
1.150000000000000000e+08,-1.042999999999999972e+01,-3.066000000000000014e+01
1.200000000000000000e+08,-9.220000000000000639e+00,-2.710999999999999943e+01
1.250000000000000000e+08,-8.380000000000000782e+00,-2.107000000000000028e+01
1.300000000000000000e+08,-7.530000000000000249e+00,-1.216000000000000014e+01
1.350000000000000000e+08,-7.139999999999999680e+00,-7.580000000000000071e+00
1.400000000000000000e+08,-8.000000000000000000e+00,-8.369999999999999218e+00
1.450000000000000000e+08,-8.220000000000000639e+00,-8.250000000000000000e+00
1.500000000000000000e+08,-8.330000000000000071e+00,-1.008999999999999986e+01
1.550000000000000000e+08,-8.380000000000000782e+00,-1.007000000000000028e+01
1.600000000000000000e+08,-8.029999999999999361e+00,-7.580000000000000071e+00
1.650000000000000000e+08,-7.370000000000000107e+00,2.759999999999999787e+00
1.700000000000000000e+08,-6.599999999999999645e+00,3.810000000000000053e+00
1.750000000000000000e+08,-5.660000000000000142e+00,1.700000000000000000e+01
1.800000000000000000e+08,-6.190000000000000391e+00,1.498000000000000043e+01
1.850000000000000000e+08,-7.490000000000000213e+00,2.151999999999999957e+01
1.900000000000000000e+08,-6.570000000000000284e+00,2.875000000000000000e+01
1.950000000000000000e+08,-9.109999999999999432e+00,1.969999999999999929e+01
2.000000000000000000e+08,-9.900000000000000355e+00,1.241000000000000014e+01
2.050000000000000000e+08,-9.160000000000000142e+00,1.348000000000000043e+01
2.100000000000000000e+08,-8.199999999999999289e+00,1.785999999999999943e+01
2.150000000000000000e+08,-7.809999999999999609e+00,2.137000000000000099e+01
2.200000000000000000e+08,-7.759999999999999787e+00,2.067000000000000171e+01
2.250000000000000000e+08,-6.969999999999999751e+00,2.760000000000000142e+01
2.300000000000000000e+08,-6.980000000000000426e+00,3.187000000000000099e+01
2.350000000000000000e+08,-7.309999999999999609e+00,3.504999999999999716e+01
2.400000000000000000e+08,-7.469999999999999751e+00,3.753000000000000114e+01
2.450000000000000000e+08,-7.690000000000000391e+00,3.950000000000000000e+01
2.500000000000000000e+08,-7.879999999999999893e+00,4.103999999999999915e+01
2.550000000000000000e+08,-8.009999999999999787e+00,4.284000000000000341e+01
2.600000000000000000e+08,-8.039999999999999147e+00,4.563000000000000256e+01
2.650000000000000000e+08,-8.160000000000000142e+00,4.892000000000000171e+01
2.700000000000000000e+08,-8.589999999999999858e+00,4.957000000000000028e+01
2.750000000000000000e+08,-9.000000000000000000e+00,5.296000000000000085e+01
2.800000000000000000e+08,-9.150000000000000355e+00,5.517000000000000171e+01
2.850000000000000000e+08,-9.919999999999999929e+00,5.314000000000000057e+01
2.900000000000000000e+08,-1.032000000000000028e+01,5.239999999999999858e+01
2.950000000000000000e+08,-1.028999999999999915e+01,5.415999999999999659e+01
3.000000000000000000e+08,-1.022000000000000064e+01,5.559000000000000341e+01
3.050000000000000000e+08,-1.021000000000000085e+01,5.711999999999999744e+01
3.100000000000000000e+08,-1.023000000000000043e+01,5.861999999999999744e+01
3.150000000000000000e+08,-1.039000000000000057e+01,5.978000000000000114e+01
3.200000000000000000e+08,-1.051999999999999957e+01,6.128999999999999915e+01
3.250000000000000000e+08,-1.075000000000000000e+01,6.239000000000000057e+01
3.300000000000000000e+08,-1.109999999999999964e+01,6.304999999999999716e+01
3.350000000000000000e+08,-1.148000000000000043e+01,6.340999999999999659e+01
3.400000000000000000e+08,-1.184999999999999964e+01,6.385000000000000142e+01
3.450000000000000000e+08,-1.221000000000000085e+01,6.439000000000000057e+01
3.500000000000000000e+08,-1.255000000000000071e+01,6.478000000000000114e+01
3.550000000000000000e+08,-1.288000000000000078e+01,6.202000000000000313e+01
3.600000000000000000e+08,-1.300000000000000000e+01,5.642999999999999972e+01
3.650000000000000000e+08,-1.249000000000000021e+01,5.702000000000000313e+01
3.700000000000000000e+08,-1.139000000000000057e+01,6.139000000000000057e+01
3.750000000000000000e+08,-1.003999999999999915e+01,7.331000000000000227e+01
3.800000000000000000e+08,-9.619999999999999218e+00,8.618000000000000682e+01
3.850000000000000000e+08,-1.010999999999999943e+01,9.454000000000000625e+01
3.900000000000000000e+08,-1.127999999999999936e+01,1.022800000000000011e+02
3.950000000000000000e+08,-1.273000000000000043e+01,1.090000000000000000e+02
4.000000000000000000e+08,-1.428999999999999915e+01,1.141700000000000017e+02
4.050000000000000000e+08,-1.557000000000000028e+01,1.194200000000000017e+02
4.100000000000000000e+08,-1.675000000000000000e+01,1.257500000000000000e+02
4.150000000000000000e+08,-1.794999999999999929e+01,1.314000000000000057e+02
4.200000000000000000e+08,-1.932999999999999829e+01,1.344099999999999966e+02
4.250000000000000000e+08,-2.128999999999999915e+01,1.334099999999999966e+02
4.300000000000000000e+08,-2.426999999999999957e+01,1.254699999999999989e+02
